"ano","semestre","regiao_geografica","complexo_portuario","perfil_da_carga","grupo_de_mercadoria","1201","202","203","201","ano_semestre","periodo"
2017,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",51170.296,0,0,0,"2017-S2º Semestre","Pós-2017"
2014,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",49873.142,0,0,0,"2014-S2º Semestre","Pré-2017"
2017,"2º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",47558.857,0,0,0,"2017-S2º Semestre","Pós-2017"
2022,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",47396.42,0,0,0,"2022-S1º Semestre","Pós-2017"
2022,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",42989.1,0,0,0,"2022-S2º Semestre","Pós-2017"
2019,"2º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",40910.089,0,0,0,"2019-S2º Semestre","Pós-2017"
2024,"2º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",40812.674,0,0,0,"2024-S2º Semestre","Pós-2017"
2020,"2º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",40156.754,0,0,0,"2020-S2º Semestre","Pós-2017"
2023,"1º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",37203.916,0,0,0,"2023-S1º Semestre","Pós-2017"
2024,"2º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",35592.388,0,0,0,"2024-S2º Semestre","Pós-2017"
2023,"2º Semestre","Sudeste","Santos","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",35000.99,0,0,0,"2023-S2º Semestre","Pós-2017"
2024,"1º Semestre","Norte","Vila do Conde - Belém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",34000,0,0,0,"2024-S1º Semestre","Pós-2017"
2022,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",33015.29,0,0,0,"2022-S2º Semestre","Pós-2017"
2024,"1º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",30772.195,0,0,0,"2024-S1º Semestre","Pós-2017"
2023,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",30757.42,0,0,0,"2023-S1º Semestre","Pós-2017"
2014,"1º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",29311.746,0,0,0,"2014-S1º Semestre","Pré-2017"
2020,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",29271.629,0,0,0,"2020-S2º Semestre","Pós-2017"
2018,"2º Semestre","Nordeste","Aracajú","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",29063.7,0,0,0,"2018-S2º Semestre","Pós-2017"
2024,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",28884.316,0,0,0,"2024-S2º Semestre","Pós-2017"
2022,"1º Semestre","Sul","Imbituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",28600.17,0,0,0,"2022-S1º Semestre","Pós-2017"
2023,"2º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",27594.024,0,0,0,"2023-S2º Semestre","Pós-2017"
2012,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",27364.108,0,0,0,"2012-S2º Semestre","Pré-2017"
2011,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",26692.045,0,0,0,"2011-S1º Semestre","Pré-2017"
2010,"1º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",26645,0,0,0,"2010-S1º Semestre","Pré-2017"
2023,"1º Semestre","Sudeste","São João da Barra","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",25500,0,0,0,"2023-S1º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",25121.84,0,0,0,"2016-S2º Semestre","Pré-2017"
2020,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",25014.8,0,0,0,"2020-S2º Semestre","Pós-2017"
2024,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",23942.078,0,0,0,"2024-S2º Semestre","Pós-2017"
2013,"2º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",22798.619,0,0,0,"2013-S2º Semestre","Pré-2017"
2023,"1º Semestre","Sudeste","Santos","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",22052.405,0,0,0,"2023-S1º Semestre","Pós-2017"
2023,"2º Semestre","Norte","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",22014.325,0,0,0,"2023-S2º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Itaituba","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",21612.142,0,0,0,"2016-S2º Semestre","Pré-2017"
2016,"1º Semestre","Nordeste","Aracajú","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",20580.674,0,0,0,"2016-S1º Semestre","Pré-2017"
2025,"1º Semestre","Sul","Porto Alegre","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",18735.81,0,0,0,"2025-S1º Semestre","Pós-2017"
2023,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",18427.52,0,0,0,"2023-S1º Semestre","Pós-2017"
2013,"1º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",17509.456,0,0,0,"2013-S1º Semestre","Pré-2017"
2021,"2º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",15885.6,0,0,0,"2021-S2º Semestre","Pós-2017"
2021,"1º Semestre","Sudeste","Santos","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",14300,0,0,0,"2021-S1º Semestre","Pós-2017"
2014,"1º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",13736.487,0,0,0,"2014-S1º Semestre","Pré-2017"
2019,"1º Semestre","Norte","Vila do Conde - Belém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",11990,0,0,0,"2019-S1º Semestre","Pós-2017"
2017,"1º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",11746.874,0,0,0,"2017-S1º Semestre","Pós-2017"
2013,"2º Semestre","Nordeste","Ilhéus","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",11292.171,0,0,0,"2013-S2º Semestre","Pré-2017"
2023,"2º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",10505.236,0,0,0,"2023-S2º Semestre","Pós-2017"
2013,"1º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",10042.828,0,0,0,"2013-S1º Semestre","Pré-2017"
2024,"2º Semestre","Centro-Oeste","Não Classificado","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",9215.13,0,0,0,"2024-S2º Semestre","Pós-2017"
2011,"1º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",8695.217,0,0,0,"2011-S1º Semestre","Pré-2017"
2017,"2º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",8330.648,0,0,0,"2017-S2º Semestre","Pós-2017"
2014,"2º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",7206.09,0,0,0,"2014-S2º Semestre","Pré-2017"
2016,"1º Semestre","Norte","Porto Velho","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",6203.845,0,0,0,"2016-S1º Semestre","Pré-2017"
2012,"2º Semestre","Centro-Oeste","Corumbá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",5942.288,0,0,0,"2012-S2º Semestre","Pré-2017"
2016,"2º Semestre","Centro-Oeste","São Simão","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",5883.818,0,0,0,"2016-S2º Semestre","Pré-2017"
2022,"2º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",5493.838,0,0,0,"2022-S2º Semestre","Pós-2017"
2018,"1º Semestre","Norte","Vila do Conde - Belém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",4795.19,0,0,0,"2018-S1º Semestre","Pós-2017"
2010,"2º Semestre","Sul","Porto Alegre","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",4506.39,0,0,0,"2010-S2º Semestre","Pré-2017"
2016,"2º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",4316.652,0,0,0,"2016-S2º Semestre","Pré-2017"
2016,"1º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",4171.904,0,0,0,"2016-S1º Semestre","Pré-2017"
2013,"1º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",4002.383,0,0,0,"2013-S1º Semestre","Pré-2017"
2015,"1º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3899.81,0,0,0,"2015-S1º Semestre","Pré-2017"
2011,"2º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3698.821,0,0,0,"2011-S2º Semestre","Pré-2017"
2021,"2º Semestre","Sul","Rio Grande","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3626.764,0,0,0,"2021-S2º Semestre","Pós-2017"
2023,"2º Semestre","Sul","Porto Alegre","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3172.646,0,0,0,"2023-S2º Semestre","Pós-2017"
2016,"2º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3115.794,0,0,0,"2016-S2º Semestre","Pré-2017"
2017,"1º Semestre","Norte","Macapá","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3000.871,0,0,0,"2017-S1º Semestre","Pós-2017"
2018,"2º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2931.864,0,0,0,"2018-S2º Semestre","Pós-2017"
2014,"2º Semestre","Sul","Estrela","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2924.599,0,0,0,"2014-S2º Semestre","Pré-2017"
2023,"2º Semestre","Norte","Santarém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2566.13,0,0,0,"2023-S2º Semestre","Pós-2017"
2024,"1º Semestre","Norte","Não Classificado","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2422.67,0,0,0,"2024-S1º Semestre","Pós-2017"
2023,"1º Semestre","Norte","Porto Velho","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2365.71,0,0,0,"2023-S1º Semestre","Pós-2017"
2013,"2º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2146.04,0,0,0,"2013-S2º Semestre","Pré-2017"
2016,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2000,0,0,0,"2016-S1º Semestre","Pré-2017"
2016,"1º Semestre","Norte","Vila do Conde - Belém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1960.144,0,0,0,"2016-S1º Semestre","Pré-2017"
2017,"1º Semestre","Norte","Itaituba","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1860.232,0,0,0,"2017-S1º Semestre","Pós-2017"
2021,"2º Semestre","Norte","Vila do Conde - Belém","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1800,0,0,0,"2021-S2º Semestre","Pós-2017"
2023,"2º Semestre","Norte","Porto Velho","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1566.512,0,0,0,"2023-S2º Semestre","Pós-2017"
2016,"1º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1425.642,0,0,0,"2016-S1º Semestre","Pré-2017"
2020,"2º Semestre","Sudeste","LDC Pederneiras (Instalação Isolada)","Granel Sólido","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1282.86,0,0,0,"2020-S2º Semestre","Pós-2017"
2017,"2º Semestre","Norte","Manaus","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1153.171,0,0,0,"2017-S2º Semestre","Pós-2017"
2018,"1º Semestre","Centro-Oeste","São Simão","Granel Líquido e Gasoso","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1128.212,0,0,0,"2018-S1º Semestre","Pós-2017"
2015,"2º Semestre","Sul","Paranaguá - Antonina","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",627.99,0,0,0,"2015-S2º Semestre","Pré-2017"
2016,"1º Semestre","Sul","Paranaguá - Antonina","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",568.103,0,0,0,"2016-S1º Semestre","Pré-2017"
2014,"2º Semestre","Norte","Manaus","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",509.3,0,0,0,"2014-S2º Semestre","Pré-2017"
2017,"1º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",381.92,0,0,0,"2017-S1º Semestre","Pós-2017"
2014,"1º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",376.884,0,0,0,"2014-S1º Semestre","Pré-2017"
2017,"2º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",233.88,0,0,0,"2017-S2º Semestre","Pós-2017"
2015,"2º Semestre","Norte","Santarém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",126.7,0,0,0,"2015-S2º Semestre","Pré-2017"
2015,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",74.94,0,0,0,"2015-S2º Semestre","Pré-2017"
2020,"1º Semestre","Norte","Santarém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",68.16,0,0,0,"2020-S1º Semestre","Pós-2017"
2019,"2º Semestre","Norte","Porto Velho","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",37,0,0,0,"2019-S2º Semestre","Pós-2017"
2018,"1º Semestre","Nordeste","Aracajú","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",30,0,0,0,"2018-S1º Semestre","Pós-2017"
2017,"1º Semestre","Norte","Santarém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",30,0,0,0,"2017-S1º Semestre","Pós-2017"
2015,"1º Semestre","Norte","Manaus","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",27.933,0,0,0,"2015-S1º Semestre","Pré-2017"
2017,"2º Semestre","Norte","Santarém","Carga Geral","12-Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",2.5,0,0,0,"2017-S2º Semestre","Pós-2017"
2023,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,10946.247,4184.265,0,"2023-S2º Semestre","Pós-2017"
2024,"1º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,2852.778,7568.711,0,"2024-S1º Semestre","Pós-2017"
2010,"1º Semestre","Sul","Imbituba","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,6254.846,0,"2010-S1º Semestre","Pré-2017"
2013,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,6169.962,0,0,"2013-S2º Semestre","Pré-2017"
2021,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,5376.452,903.548,0,"2021-S2º Semestre","Pós-2017"
2018,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,4797.192,0,0,"2018-S2º Semestre","Pós-2017"
2012,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,4212.875,0,0,"2012-S2º Semestre","Pré-2017"
2024,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,3774.448,1693.248,0,"2024-S2º Semestre","Pós-2017"
2021,"1º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,2950.383,1479.523,0,"2021-S1º Semestre","Pós-2017"
2010,"2º Semestre","Sul","Imbituba","Carga Geral","02-Carnes e miudezas, comestíveis",0,1328.431,2155.782,0,"2010-S2º Semestre","Pré-2017"
2022,"2º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,615.619,1776.958,0,"2022-S2º Semestre","Pós-2017"
2023,"1º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,612.324,1491.374,0,"2023-S1º Semestre","Pós-2017"
2010,"1º Semestre","Norte","Porto Velho","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,493,"2010-S1º Semestre","Pré-2017"
2011,"1º Semestre","Sudeste","São Sebastião","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,471.422,"2011-S1º Semestre","Pré-2017"
2017,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,302.5,0,0,"2017-S1º Semestre","Pós-2017"
2023,"2º Semestre","Sudeste","Santos","Granel Líquido e Gasoso","02-Carnes e miudezas, comestíveis",0,0,0,261.206,"2023-S2º Semestre","Pós-2017"
2013,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,248.373,0,"2013-S2º Semestre","Pré-2017"
2010,"2º Semestre","Norte","Porto Velho","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,213.2,"2010-S2º Semestre","Pré-2017"
2016,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,210.302,11.12,0,"2016-S2º Semestre","Pré-2017"
2013,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,209.896,0,"2013-S1º Semestre","Pré-2017"
2014,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,198.28,0,"2014-S1º Semestre","Pré-2017"
2017,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,165.852,0,0,"2017-S2º Semestre","Pós-2017"
2014,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,162.37,0,"2014-S2º Semestre","Pré-2017"
2019,"1º Semestre","Sul","Itajaí","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,142.005,"2019-S1º Semestre","Pós-2017"
2016,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,133.3,27.39,0,"2016-S1º Semestre","Pré-2017"
2012,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,34.058,131.301,6.65,"2012-S2º Semestre","Pré-2017"
2015,"2º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,5,71.29,1,"2015-S2º Semestre","Pré-2017"
2012,"1º Semestre","Norte","Porto Velho","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,50,"2012-S1º Semestre","Pré-2017"
2015,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,37.5,0.51,"2015-S1º Semestre","Pré-2017"
2012,"1º Semestre","Norte","Vila do Conde - Belém","Carga Geral","02-Carnes e miudezas, comestíveis",0,6.769,12.501,9.43,"2012-S1º Semestre","Pré-2017"
2018,"2º Semestre","Sudeste","Rio de Janeiro -  Niterói","Carga Geral","02-Carnes e miudezas, comestíveis",0,3.74,0,0,"2018-S2º Semestre","Pós-2017"
2015,"1º Semestre","Norte","Porto Velho","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,3.29,"2015-S1º Semestre","Pré-2017"
2017,"1º Semestre","Sudeste","Rio de Janeiro -  Niterói","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,2.268,"2017-S1º Semestre","Pós-2017"
2015,"2º Semestre","Norte","Manaus","Carga Geral","02-Carnes e miudezas, comestíveis",0,0,0,0.5,"2015-S2º Semestre","Pré-2017"
